Mass [Msun]          H-1               He-4            C-12             N-14              O-16             Si-28            Ni-56            
   1.145596E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.147154E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.149719E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.152318E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.154074E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.155547E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.157828E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.160023E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.161322E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.162622E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.164289E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.165814E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.167318E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.168800E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.170262E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.172108E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.173332E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.174387E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.175989E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.177964E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.180279E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.182222E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.183553E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.185516E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.187471E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.188610E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.189646E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.191188E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.192707E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.193624E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.194563E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.195816E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.196895E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.197795E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.198943E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.199910E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.200672E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.201240E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.201841E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.202666E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.203257E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.203613E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.203924E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.204191E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.204467E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.204752E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.204993E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.205190E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.205338E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.205439E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.205540E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.205640E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.205716E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.205766E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.205842E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.205942E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.206068E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.206181E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.206257E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.206345E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.206445E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.206569E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.206753E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.207019E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.207245E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.207384E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.207628E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.207938E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.208269E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.208606E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.208860E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.209064E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.209285E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.209576E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.209889E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.210162E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.210358E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.210564E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.210755E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.210909E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.211159E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.211398E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.211615E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.211945E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.212276E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.212636E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.212990E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.213257E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.213483E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.213780E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.214094E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.214343E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.214577E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.214735E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.214919E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215104E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215208E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215262E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215290E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215303E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215312E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215319E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215325E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215329E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215332E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215334E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215336E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215338E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215339E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215339E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215340E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215340E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215340E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215340E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215341E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
   1.215341E+01     6.244561E-01     3.555414E-01     1.882493E-03     4.769758E-03     7.368601E-03     7.452668E-04     1.000000E-99  
